Customer ID,recency,frequency,monetary,recency_score,monetary_score,frequency_score,RFM_SCORE,segment
12413.0,38,1,241.35,3,1,1,31,about_to_sleep
12414.0,99,3,390.0,2,2,3,23,at_Risk
12415.0,11,7,19543.84,5,5,5,55,champions
12416.0,292,1,202.56,1,1,1,11,hibernating
12417.0,46,11,3167.81,3,5,5,35,loyal_customers
12418.0,49,3,1352.62,3,4,3,33,need_attention
12419.0,21,2,503.01,4,2,2,42,potential_loyalists
12421.0,51,2,291.56,3,2,2,32,about_to_sleep
12422.0,30,14,4428.24,4,5,5,45,loyal_customers
12423.0,23,2,763.08,4,3,2,42,potential_loyalists
12424.0,58,2,1579.0700000000006,3,4,2,32,about_to_sleep
12425.0,84,1,964.2099999999999,2,3,1,21,hibernating
12426.0,298,1,762.4800000000002,1,3,1,11,hibernating
12427.0,7,1,303.5,5,2,1,51,new_customers
12429.0,1,5,3735.5099999999998,5,5,4,54,champions
12431.0,9,13,4370.52,5,5,5,55,champions
12433.0,2,5,7205.389999999999,5,5,4,54,champions
12434.0,17,1,297.29,4,2,1,41,promising
12435.0,32,4,6096.040000000001,4,5,4,44,loyal_customers
12437.0,31,21,7731.99,4,5,5,45,loyal_customers
12439.0,318,2,1158.18,1,4,2,12,hibernating
12440.0,98,2,859.1999999999999,2,3,2,22,hibernating
12441.0,2,1,173.55,5,1,1,51,new_customers
12443.0,368,1,485.31,1,2,1,11,hibernating
12445.0,56,1,301.58000000000004,3,2,1,31,about_to_sleep
12449.0,46,2,768.6,3,3,2,32,about_to_sleep
12450.0,35,3,490.32,4,2,3,43,potential_loyalists
12451.0,99,3,3634.3599999999997,2,5,3,23,at_Risk
12454.0,31,4,13151.439999999999,4,5,4,44,loyal_customers
12455.0,81,4,3413.09,2,5,4,24,at_Risk
12457.0,71,1,632.68,3,3,1,31,about_to_sleep
12458.0,63,2,830.09,3,3,2,32,about_to_sleep
12459.0,241,1,454.3599999999999,1,2,1,11,hibernating
12460.0,92,1,326.65,2,2,1,21,hibernating
12466.0,318,1,56.73,1,1,1,11,hibernating
12467.0,59,1,132.8,3,1,1,31,about_to_sleep
12468.0,162,3,2941.2,2,5,3,23,at_Risk
12469.0,158,2,3070.54,2,5,2,22,hibernating
12470.0,325,1,211.95,1,1,1,11,hibernating
12471.0,10,49,20139.739999999998,5,5,5,55,champions
12472.0,5,13,11308.48,5,5,5,55,champions
12474.0,14,13,5048.66,5,5,5,55,champions
12475.0,45,1,426.26,3,2,1,31,about_to_sleep
12476.0,32,12,7298.99,4,5,5,45,loyal_customers
12477.0,35,3,7056.629999999999,4,5,3,43,potential_loyalists
12480.0,35,3,2183.2200000000003,4,5,3,43,potential_loyalists
12481.0,1,6,6765.07,5,5,4,54,champions
12482.0,212,29,23691.4,1,5,5,15,cant_loose
12483.0,14,11,2635.6000000000004,5,5,5,55,champions
12484.0,119,6,1828.4299999999998,2,4,4,24,at_Risk
12485.0,165,1,708.1000000000001,2,3,1,21,hibernating
12486.0,67,1,1037.2800000000002,3,4,1,31,about_to_sleep
12487.0,366,1,285.29999999999995,1,2,1,11,hibernating
12490.0,14,11,4405.709999999999,5,5,5,55,champions
12492.0,39,1,452.00000000000006,3,2,1,31,about_to_sleep
12494.0,1,3,626.77,5,3,3,53,potential_loyalists
12495.0,276,1,357.4,1,2,1,11,hibernating
12496.0,256,2,54.09,1,1,2,12,hibernating
12497.0,36,2,5205.400000000001,4,5,2,42,potential_loyalists
12499.0,196,1,393.71999999999997,1,2,1,11,hibernating
12500.0,71,8,1697.39,3,4,5,35,loyal_customers
12503.0,220,1,1126.0,1,4,1,11,hibernating
12504.0,53,2,297.00000000000006,3,2,2,32,about_to_sleep
12505.0,44,1,955.1999999999999,3,3,1,31,about_to_sleep
12507.0,220,1,539.25,1,3,1,11,hibernating
12510.0,95,7,4195.450000000001,2,5,5,25,cant_loose
12511.0,64,1,3084.0200000000004,3,5,1,31,about_to_sleep
12514.0,277,1,580.0799999999999,1,3,1,11,hibernating
12516.0,66,2,1336.56,3,4,2,32,about_to_sleep
12519.0,112,1,385.7,2,2,1,21,hibernating
12523.0,10,12,2582.38,5,5,5,55,champions
12524.0,24,9,6640.389999999999,4,5,5,45,loyal_customers
12525.0,134,3,973.7300000000001,2,3,3,23,at_Risk
12527.0,130,2,386.8,2,2,2,22,hibernating
12529.0,164,1,316.47999999999996,2,2,1,21,hibernating
12530.0,51,5,2096.98,3,4,4,34,loyal_customers
12531.0,322,1,1807.9799999999996,1,4,1,11,hibernating
12533.0,263,2,1367.89,1,4,2,12,hibernating
12537.0,44,1,732.94,3,3,1,31,about_to_sleep
12538.0,14,1,276.5,5,2,1,51,new_customers
12539.0,86,3,5646.4,2,5,3,23,at_Risk
12540.0,14,16,8854.25,5,5,5,55,champions
12542.0,120,2,481.88,2,2,2,22,hibernating
12543.0,84,1,980.25,2,3,1,21,hibernating
12547.0,136,1,175.77999999999997,2,1,1,21,hibernating
12549.0,211,6,1575.6799999999998,1,4,4,14,at_Risk
12553.0,21,2,916.47,4,3,2,42,potential_loyalists
12554.0,84,1,468.5,2,2,1,21,hibernating
12555.0,318,1,129.23,1,1,1,11,hibernating
12557.0,7,4,6725.18,5,5,4,54,champions
12562.0,21,2,1185.18,4,4,2,42,potential_loyalists
12563.0,44,1,249.24,3,1,1,31,about_to_sleep
12567.0,3,7,4308.58,5,5,5,55,champions
12568.0,280,1,70.0,1,1,1,11,hibernating
12570.0,318,1,77.52,1,1,1,11,hibernating
12573.0,17,4,556.8700000000001,4,3,4,44,loyal_customers
12575.0,93,2,622.8199999999999,2,3,2,22,hibernating
12576.0,28,3,826.8900000000001,4,3,3,43,potential_loyalists
12577.0,17,5,995.95,4,4,4,44,loyal_customers
12578.0,21,2,1847.9400000000003,4,4,2,42,potential_loyalists
12580.0,212,1,637.2,1,3,1,11,hibernating
12582.0,58,2,1469.04,3,4,2,32,about_to_sleep
12583.0,9,13,7166.0599999999995,5,5,5,55,champions
12586.0,10,3,1865.73,5,4,3,53,potential_loyalists
12588.0,35,3,743.8800000000001,4,3,3,43,potential_loyalists
12589.0,57,6,4048.9799999999996,3,5,4,34,loyal_customers
12591.0,26,2,899.3,4,3,2,42,potential_loyalists
12592.0,155,3,2145.0599999999995,2,4,3,23,at_Risk
12594.0,14,5,1751.8899999999999,5,4,4,54,champions
12595.0,140,1,299.02000000000004,2,2,1,21,hibernating
12598.0,99,3,1511.0100000000002,2,4,3,23,at_Risk
12599.0,17,6,1264.1399999999999,4,4,4,44,loyal_customers
12600.0,7,12,2444.88,5,5,5,55,champions
12601.0,40,1,104.2,3,1,1,31,about_to_sleep
12605.0,12,4,1232.95,5,4,4,54,champions
12606.0,318,1,21.0,1,1,1,11,hibernating
12608.0,40,1,415.78999999999996,3,2,1,31,about_to_sleep
12609.0,10,6,2309.0099999999998,5,5,4,54,champions
12613.0,24,5,3490.69,4,5,4,44,loyal_customers
12615.0,49,4,3449.79,3,5,4,34,loyal_customers
12616.0,24,1,417.79999999999995,4,2,1,41,promising
12619.0,196,1,140.14,1,1,1,11,hibernating
12621.0,1,16,11086.14,5,5,5,55,champions
12623.0,52,6,3442.74,3,5,4,34,loyal_customers
12625.0,145,2,2481.06,2,5,2,22,hibernating
12629.0,21,2,1558.2199999999998,4,4,2,42,potential_loyalists
12631.0,92,5,2841.07,2,5,4,24,at_Risk
12632.0,156,2,804.88,2,3,2,22,hibernating
12633.0,18,3,3514.18,4,5,3,43,potential_loyalists
12634.0,171,2,490.0,2,2,2,22,hibernating
12635.0,28,2,1241.23,4,4,2,42,potential_loyalists
12636.0,374,1,141.0,1,1,1,11,hibernating
12637.0,14,4,2318.41,5,5,4,54,champions
12638.0,275,1,249.8,1,1,1,11,hibernating
12639.0,70,2,826.2700000000001,3,3,2,32,about_to_sleep
12643.0,21,6,5005.78,4,5,4,44,loyal_customers
12644.0,66,3,1440.5800000000002,3,4,3,33,need_attention
12645.0,45,4,1764.1200000000001,3,4,4,34,loyal_customers
12647.0,3,27,14201.529999999999,5,5,5,55,champions
12648.0,73,3,793.95,2,3,3,23,at_Risk
12649.0,18,5,1671.1400000000003,4,4,4,44,loyal_customers
12651.0,14,3,263.75,5,2,3,53,potential_loyalists
12652.0,70,1,97.05000000000001,3,1,1,31,about_to_sleep
12653.0,162,1,1950.98,2,4,1,21,hibernating
12655.0,59,1,261.35,3,2,1,31,about_to_sleep
12656.0,61,3,2356.66,3,5,3,33,need_attention
12661.0,72,1,162.00000000000003,2,1,1,21,hibernating
12662.0,9,10,3138.2400000000002,5,5,5,55,champions
12663.0,260,2,239.4,1,1,2,12,hibernating
12664.0,150,2,1188.16,2,4,2,22,hibernating
12665.0,53,2,250.6,3,1,2,32,about_to_sleep
12666.0,30,1,1248.42,4,4,1,41,promising
12668.0,14,6,7637.530000000001,5,5,4,54,champions
12670.0,21,2,764.24,4,3,2,42,potential_loyalists
12671.0,242,1,2622.481,1,5,1,11,hibernating
12672.0,231,1,211.15000000000003,1,1,1,11,hibernating
12673.0,37,1,619.5,3,3,1,31,about_to_sleep
12675.0,189,2,958.5000000000001,1,3,2,12,hibernating
12676.0,44,5,1511.7,3,4,4,34,loyal_customers
12677.0,191,2,395.1,1,2,2,12,hibernating
12678.0,11,9,16652.72,5,5,5,55,champions
12681.0,3,24,17080.739999999998,5,5,5,55,champions
12682.0,1,23,11745.69,5,5,5,55,champions
12683.0,1,8,4220.21,5,5,5,55,champions
12686.0,7,1,89.14,5,1,1,51,new_customers
12687.0,116,2,2138.9099999999994,2,4,2,22,hibernating
12691.0,56,1,134.6,3,1,1,31,about_to_sleep
12692.0,273,1,110.95,1,1,1,11,hibernating
12693.0,32,3,847.1099999999999,4,3,3,43,potential_loyalists
12694.0,57,1,973.68,3,3,1,31,about_to_sleep
12695.0,164,3,825.02,2,3,3,23,at_Risk
12696.0,70,2,851.91,3,3,2,32,about_to_sleep
12698.0,226,1,339.75,1,2,1,11,hibernating
12699.0,53,1,638.11,3,3,1,31,about_to_sleep
12701.0,165,4,1648.7,2,4,4,24,at_Risk
12703.0,269,3,722.9799999999999,1,3,3,13,at_Risk
12705.0,19,5,4893.81,4,5,4,44,loyal_customers
12708.0,4,9,2601.19,5,5,5,55,champions
12709.0,2,20,21356.82,5,5,5,55,champions
12711.0,247,2,1339.0499999999997,1,4,2,12,hibernating
12712.0,1,10,2797.53,5,5,5,55,champions
12714.0,24,7,9384.85,4,5,5,45,loyal_customers
12717.0,226,1,277.93,1,2,1,11,hibernating
12720.0,5,6,2478.9399999999996,5,5,4,54,champions
12721.0,21,2,1356.95,4,4,2,42,potential_loyalists
12724.0,19,3,1286.1100000000001,4,4,3,43,potential_loyalists
12725.0,7,4,2266.7599999999998,5,5,4,54,champions
12726.0,23,4,1405.5000000000002,4,4,4,44,loyal_customers
12727.0,78,3,1698.8300000000002,2,4,3,23,at_Risk
12728.0,19,1,233.84,4,1,1,41,promising
12730.0,157,1,829.2500000000001,2,3,1,21,hibernating
12731.0,78,5,6879.800000000001,2,5,4,24,at_Risk
12733.0,25,3,2040.92,4,4,3,43,potential_loyalists
12734.0,10,2,529.25,5,3,2,52,potential_loyalists
12737.0,134,2,3710.5,2,5,2,22,hibernating
12738.0,8,1,155.35,5,1,1,51,new_customers
12739.0,21,2,1713.69,4,4,2,42,potential_loyalists
12741.0,165,2,406.07,2,2,2,22,hibernating
12742.0,261,1,1201.5200000000002,1,4,1,11,hibernating
12744.0,95,4,4037.769999999999,2,5,4,24,at_Risk
12745.0,122,3,925.4100000000001,2,3,3,23,at_Risk
12746.0,176,1,254.55,2,2,1,21,hibernating
12747.0,5,16,5080.530000000001,5,5,5,55,champions
12748.0,1,144,22879.659999999996,5,5,5,55,champions
12749.0,35,4,2806.4800000000005,4,5,4,44,loyal_customers
12751.0,80,1,268.27,2,2,1,21,hibernating
12755.0,1,10,5218.71,5,5,5,55,champions
12758.0,95,5,7111.65,2,5,4,24,at_Risk
12759.0,22,5,3489.3,4,5,4,44,loyal_customers
12760.0,91,1,347.8,2,2,1,21,hibernating
12761.0,93,2,782.9499999999999,2,3,2,22,hibernating
12763.0,5,1,320.08000000000004,5,2,1,51,new_customers
12765.0,108,6,1404.58,2,4,4,24,at_Risk
12766.0,2,3,3078.6499999999996,5,5,3,53,potential_loyalists
12767.0,11,1,949.82,5,3,1,51,new_customers
12768.0,86,1,168.69000000000003,2,1,1,21,hibernating
12770.0,92,1,1895.0,2,4,1,21,hibernating
12771.0,121,1,282.3,2,2,1,21,hibernating
12773.0,200,1,124.25,1,1,1,11,hibernating
12774.0,171,1,98.7,2,1,1,21,hibernating
12775.0,24,2,300.08,4,2,2,42,potential_loyalists
12776.0,303,1,55.5,1,1,1,11,hibernating
12777.0,93,1,519.45,2,3,1,21,hibernating
12778.0,32,3,953.45,4,3,3,43,potential_loyalists
12779.0,7,7,2740.91,5,5,5,55,champions
12780.0,234,1,337.3999999999999,1,2,1,11,hibernating
12782.0,10,6,2287.32,5,5,4,54,champions
12784.0,165,1,1230.3300000000002,2,4,1,21,hibernating
12785.0,171,2,788.45,2,3,2,22,hibernating
12786.0,245,1,728.5000000000001,1,3,1,11,hibernating
12787.0,49,1,398.52,3,2,1,31,about_to_sleep
12788.0,99,4,444.9,2,2,4,24,at_Risk
12789.0,148,2,181.5,2,1,2,22,hibernating
12790.0,46,1,266.92999999999995,3,2,1,31,about_to_sleep
12791.0,9,6,863.5100000000001,5,3,4,54,champions
12792.0,170,1,426.46999999999997,2,2,1,21,hibernating
12793.0,7,2,471.85,5,2,2,52,potential_loyalists
12796.0,264,1,381.0,1,2,1,11,hibernating
12797.0,1,2,552.08,5,3,2,52,potential_loyalists
12798.0,57,1,1533.8899999999999,3,4,1,31,about_to_sleep
12799.0,165,1,219.35000000000002,2,1,1,21,hibernating
12800.0,106,3,584.25,2,3,3,23,at_Risk
12801.0,136,1,1071.8200000000002,2,4,1,21,hibernating
12802.0,78,6,1988.84,2,4,4,24,at_Risk
12803.0,29,1,1092.8100000000002,4,4,1,41,promising
12804.0,101,2,327.02,2,2,2,22,hibernating
12805.0,17,4,1434.9499999999998,4,4,4,44,loyal_customers
12806.0,71,4,2878.96,3,5,4,34,loyal_customers
12807.0,19,1,330.35,4,2,1,41,promising
12808.0,4,3,422.45000000000005,5,2,3,53,potential_loyalists
12809.0,201,2,1266.63,1,4,2,12,hibernating
12810.0,170,2,534.99,2,3,2,22,hibernating
12811.0,14,2,519.05,5,3,2,52,potential_loyalists
12813.0,137,3,1687.8,2,4,3,23,at_Risk
12817.0,35,2,524.94,4,3,2,42,potential_loyalists
12819.0,94,1,540.52,2,3,1,21,hibernating
12820.0,33,7,1747.18,4,4,5,45,loyal_customers
12821.0,247,1,128.08,1,1,1,11,hibernating
12823.0,30,13,4742.0,4,5,5,45,loyal_customers
12825.0,157,2,518.63,2,3,2,22,hibernating
12826.0,1,6,1481.0300000000002,5,4,4,54,champions
12829.0,186,1,92.30000000000001,1,1,1,11,hibernating
12831.0,99,2,236.06,2,1,2,22,hibernating
12835.0,63,41,6043.31,3,5,5,35,loyal_customers
12836.0,25,11,3972.76,4,5,5,45,loyal_customers
12837.0,205,1,554.3100000000001,1,3,1,11,hibernating
12838.0,9,9,2715.35,5,5,5,55,champions
12839.0,3,13,4480.3099999999995,5,5,5,55,champions
12840.0,73,3,1315.1999999999998,2,4,3,23,at_Risk
12841.0,5,17,3518.33,5,5,5,55,champions
12842.0,40,2,799.0000000000002,3,3,2,32,about_to_sleep
12843.0,18,22,4886.15,4,5,5,45,loyal_customers
12844.0,78,2,322.64,2,2,2,22,hibernating
12846.0,318,1,15.58,1,1,1,11,hibernating
12847.0,23,1,765.36,4,3,1,41,promising
12848.0,311,1,208.0,1,1,1,11,hibernating
12849.0,17,4,2039.67,4,4,4,44,loyal_customers
12850.0,81,1,330.0,2,2,1,21,hibernating
12851.0,113,1,148.95,2,1,1,21,hibernating
12853.0,63,5,1950.4,3,4,4,34,loyal_customers
12854.0,197,4,1669.52,1,4,4,14,at_Risk
12855.0,8,4,612.8400000000001,5,3,4,54,champions
12857.0,72,4,2581.6,2,5,4,24,at_Risk
12858.0,19,1,177.92,4,1,1,41,promising
12859.0,94,1,575.0999999999999,2,3,1,21,hibernating
12860.0,329,1,55.47,1,1,1,11,hibernating
12861.0,255,1,68.25,1,1,1,11,hibernating
12862.0,61,2,1008.32,3,4,2,32,about_to_sleep
12863.0,15,5,2271.35,5,5,4,54,champions
12864.0,144,1,152.45,2,1,1,21,hibernating
12865.0,14,2,1755.24,5,4,2,52,potential_loyalists
12866.0,110,2,668.2299999999999,2,3,2,22,hibernating
12867.0,33,6,3876.4700000000003,4,5,4,44,loyal_customers
12868.0,9,3,640.0000000000001,5,3,3,53,potential_loyalists
12869.0,317,1,337.6700000000001,1,2,1,11,hibernating
12870.0,11,3,1676.9500000000003,5,4,3,53,potential_loyalists
12871.0,75,1,363.38,2,2,1,21,hibernating
12872.0,1,11,3085.52,5,5,5,55,champions
12873.0,33,2,1653.3000000000004,4,4,2,42,potential_loyalists
12874.0,21,2,948.42,4,3,2,42,potential_loyalists
12875.0,107,3,1013.76,2,4,3,23,at_Risk
12876.0,30,2,1863.77,4,4,2,42,potential_loyalists
12877.0,37,8,1419.4,3,4,5,35,loyal_customers
12880.0,17,2,640.13,4,3,2,42,potential_loyalists
12887.0,19,1,222.4,4,1,1,41,promising
12889.0,17,4,385.46000000000004,4,2,4,44,loyal_customers
12890.0,23,1,336.79999999999995,4,2,1,41,promising
12891.0,94,8,509.5,2,3,5,25,cant_loose
12892.0,32,1,263.38,4,2,1,41,promising
12894.0,211,1,157.35,1,1,1,11,hibernating
12897.0,17,2,297.75,4,2,2,42,potential_loyalists
12898.0,99,2,310.96,2,2,2,22,hibernating
12899.0,49,1,366.4,3,2,1,31,about_to_sleep
12900.0,58,1,340.33000000000004,3,2,1,31,about_to_sleep
12903.0,64,1,833.5300000000001,3,3,1,31,about_to_sleep
12905.0,212,2,1018.42,1,4,2,12,hibernating
12907.0,31,2,508.90999999999997,4,3,2,42,potential_loyalists
12908.0,16,3,1026.0,4,4,3,43,potential_loyalists
12909.0,60,3,924.52,3,3,3,33,need_attention
12910.0,15,5,2721.48,5,5,4,54,champions
12911.0,187,1,1680.4699999999998,1,4,1,11,hibernating
12913.0,4,9,4217.230000000001,5,5,5,55,champions
12914.0,36,1,223.98,4,1,1,41,promising
12915.0,8,3,811.1000000000001,5,3,3,53,potential_loyalists
12916.0,78,3,1647.8699999999997,2,4,3,23,at_Risk
12917.0,36,5,3765.2,4,5,4,44,loyal_customers
12918.0,262,1,10953.5,1,5,1,11,hibernating
12920.0,207,3,323.86,1,2,3,13,at_Risk
12921.0,2,39,19333.949999999997,5,5,5,55,champions
12923.0,26,2,612.9,4,3,2,42,potential_loyalists
12924.0,29,8,1535.7,4,4,5,45,loyal_customers
12925.0,228,1,35.28,1,1,1,11,hibernating
12926.0,47,4,1548.46,3,4,4,34,loyal_customers
12927.0,30,1,197.31,4,1,1,41,promising
12928.0,14,7,2242.19,5,5,5,55,champions
12931.0,16,42,50291.38,4,5,5,45,loyal_customers
12932.0,175,8,1698.56,2,4,5,25,cant_loose
12933.0,16,5,1079.5000000000002,4,4,4,44,loyal_customers
12934.0,372,1,181.65,1,1,1,11,hibernating
12935.0,11,8,2083.16,5,4,5,55,champions
12937.0,99,5,1593.34,2,4,4,24,at_Risk
12939.0,15,12,13683.0,5,5,5,55,champions
12941.0,360,1,377.49000000000007,1,2,1,11,hibernating
12942.0,1,1,258.75,5,2,1,51,new_customers
12943.0,194,2,496.5,1,2,2,12,hibernating
12945.0,292,1,437.16,1,2,1,11,hibernating
12946.0,72,1,324.45,2,2,1,21,hibernating
12947.0,9,1,304.03999999999996,5,2,1,51,new_customers
12948.0,366,2,252.48000000000002,1,1,2,12,hibernating
12949.0,18,14,11359.48,4,5,5,45,loyal_customers
12951.0,22,9,2149.65,4,5,5,45,loyal_customers
12953.0,158,1,498.96,2,2,1,21,hibernating
12954.0,274,1,162.45,1,1,1,11,hibernating
12956.0,320,3,413.82,1,2,3,13,at_Risk
12957.0,177,5,4689.43,1,5,4,14,at_Risk
12958.0,36,2,539.49,4,3,2,42,potential_loyalists
12959.0,120,1,150.95,2,1,1,21,hibernating
12960.0,49,4,1322.0700000000004,3,4,4,34,loyal_customers
12961.0,15,1,211.99,5,1,1,51,new_customers
12963.0,1,5,1744.96,5,4,4,54,champions
12964.0,73,1,132.23999999999998,2,1,1,21,hibernating
12967.0,7,2,2646.0199999999995,5,5,2,52,potential_loyalists
12969.0,238,1,122.45,1,1,1,11,hibernating
12970.0,16,6,1072.73,4,4,4,44,loyal_customers
12971.0,2,33,4782.880000000001,5,5,5,55,champions
12972.0,49,4,1161.2,3,4,4,34,loyal_customers
12973.0,49,1,385.55,3,2,1,31,about_to_sleep
12974.0,201,1,264.15,1,2,1,11,hibernating
12975.0,72,6,2100.09,2,4,4,24,at_Risk
12976.0,14,7,2417.7800000000007,5,5,5,55,champions
12977.0,137,3,478.39,2,2,3,23,at_Risk
12978.0,21,5,2502.8199999999997,4,5,4,44,loyal_customers
12979.0,365,1,517.7,1,3,1,11,hibernating
12980.0,22,12,8870.880000000001,4,5,5,45,loyal_customers
12982.0,30,7,2354.2700000000004,4,5,5,45,loyal_customers
12983.0,234,1,490.08000000000004,1,2,1,11,hibernating
12986.0,64,10,2729.84,3,5,5,35,loyal_customers
12987.0,56,3,753.51,3,3,3,33,need_attention
12989.0,60,18,6627.64,3,5,5,35,loyal_customers
12990.0,53,4,546.0,3,3,4,34,loyal_customers
12991.0,25,1,261.05999999999995,4,2,1,41,promising
12992.0,361,1,93.35000000000001,1,1,1,11,hibernating
12993.0,81,4,844.87,2,3,4,24,at_Risk
12996.0,11,1,355.5,5,2,1,51,new_customers
12997.0,30,4,884.02,4,3,4,44,loyal_customers
12998.0,128,3,920.0799999999999,2,3,3,23,at_Risk
13000.0,361,1,497.6500000000001,1,2,1,11,hibernating
13001.0,40,20,14353.279999999999,3,5,5,35,loyal_customers
13002.0,52,2,293.18,3,2,2,32,about_to_sleep
13004.0,22,18,5994.9400000000005,4,5,5,45,loyal_customers
13005.0,67,2,485.98,3,2,2,32,about_to_sleep
13007.0,215,1,175.25,1,1,1,11,hibernating
13008.0,33,2,382.66,4,2,2,42,potential_loyalists
13009.0,308,1,234.0,1,1,1,11,hibernating
13010.0,10,2,330.12,5,2,2,52,potential_loyalists
13011.0,8,1,50.550000000000004,5,1,1,51,new_customers
13012.0,65,3,1310.99,3,4,3,33,need_attention
13013.0,7,18,7814.83,5,5,5,55,champions
13014.0,68,1,1914.8,3,4,1,31,about_to_sleep
13015.0,74,6,3240.14,2,5,4,24,at_Risk
13018.0,49,7,2485.46,3,5,5,35,loyal_customers
13019.0,15,6,1229.95,5,4,4,54,champions
13020.0,198,2,618.96,1,3,2,12,hibernating
13021.0,10,8,2270.8599999999997,5,5,5,55,champions
13022.0,65,1,65.3,3,1,1,31,about_to_sleep
13023.0,164,1,759.1300000000001,2,3,1,21,hibernating
13024.0,106,2,555.8699999999999,2,3,2,22,hibernating
13025.0,367,1,323.39,1,2,1,11,hibernating
13026.0,124,4,757.7200000000001,2,3,4,24,at_Risk
13027.0,21,13,10423.199999999999,4,5,5,45,loyal_customers
13029.0,10,2,679.8,5,3,2,52,potential_loyalists
13030.0,4,1,427.7399999999999,5,2,1,51,new_customers
13031.0,43,5,3419.27,3,5,4,34,loyal_customers
13032.0,28,7,1833.37,4,4,5,45,loyal_customers
13033.0,65,1,30.0,3,1,1,31,about_to_sleep
13034.0,5,2,279.90999999999997,5,2,2,52,potential_loyalists
13035.0,67,1,442.32,3,2,1,31,about_to_sleep
13036.0,320,1,307.1,1,2,1,11,hibernating
13037.0,35,9,3033.88,4,5,5,45,loyal_customers
13039.0,220,4,1010.7300000000001,1,4,4,14,at_Risk
13041.0,86,4,799.1300000000001,2,3,4,24,at_Risk
13042.0,234,3,1556.54,1,4,3,13,at_Risk
13044.0,128,10,4293.43,2,5,5,25,cant_loose
13045.0,37,2,503.64,3,2,2,32,about_to_sleep
13046.0,92,1,319.94000000000005,2,2,1,21,hibernating
13047.0,9,17,5557.620000000001,5,5,5,55,champions
13048.0,72,5,2248.3,2,5,4,24,at_Risk
13049.0,25,2,751.5600000000001,4,3,2,42,potential_loyalists
13050.0,2,19,6507.67,5,5,5,55,champions
13051.0,214,2,155.8,1,1,2,12,hibernating
13052.0,56,6,2820.38,3,5,4,34,loyal_customers
13053.0,257,1,127.65,1,1,1,11,hibernating
13055.0,65,1,1106.7,3,4,1,31,about_to_sleep
13056.0,187,1,209.47999999999996,1,1,1,11,hibernating
13057.0,166,3,722.0899999999999,2,3,3,23,at_Risk
13059.0,49,9,2119.7700000000004,3,4,5,35,loyal_customers
13063.0,116,1,188.39999999999998,2,1,1,21,hibernating
